refeitorio,data,refeicao,preparacao,cardapio,aparencia,textura,sabor,odor,global,nota,sheet_origem,ru,mes
Benfica,2026-01-13,Almoço,PB,Creme de Frango,3.0,3.0,4.0,4.0,4.0,6.8,Av. Sensorial,B,2026-01
Benfica,2026-01-13,Almoço,VEG,Refogado de Lentilha,4.0,3.0,4.0,4.0,4.0,7.6,Av. Sensorial,B,2026-01
Pici 1,2026-01-13,Jantar,PB,Sobrecoxa Desossada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-01
Pici 1,2026-01-13,Jantar,VEG,Hambúrguer de Soja,,,,,,0.0,Av. Sensorial,P1,2026-01
Benfica,2026-01-13,Jantar,PV,Carne Moída à Bolonhesa,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-01
Benfica,2026-01-13,Jantar,PB,Sobrecoxa Desossada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-01
Benfica,2026-01-13,Jantar,VEG,Hambúrguer de Soja,4.0,4.0,3.0,4.0,4.0,7.4,Av. Sensorial,B,2026-01
Benfica,2026-01-13,Jantar,PV,Carne Moída à Bolonhesa,4.0,4.0,3.0,4.0,4.0,7.6,Av. Sensorial,B,2026-01
Benfica,2026-01-13,Jantar,PB,Sobrecoxa Desossada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-01
Benfica,2026-01-13,Jantar,VEG,Hambúrguer de Soja,3.0,3.0,4.0,4.0,4.0,7.0,Av. Sensorial,B,2026-01
Benfica,2026-01-14,Café,ESPECIAL,Ovos Mexidos,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-01
Benfica,2026-01-14,Café,ESPECIAL VEG,Pasta de Amendoim,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-01
Pici 2,2026-01-14,Café,ESPECIAL,Ovos Mexidos,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-01
Pici 2,2026-01-14,Café,ESPECIAL VEG,Pasta de Amendoim,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-01
Pici 2,2026-01-14,Almoço,PV,Feijoada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-01
Pici 2,2026-01-14,Almoço,PB,Sobrecoxa com Gergelim,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-01
Pici 2,2026-01-14,Almoço,VEG,Moqueca Vegetariana,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-01
Benfica,2026-01-14,Almoço,PV,Feijoada,3.0,4.0,4.0,4.0,4.0,7.4,Av. Sensorial,B,2026-01
Benfica,2026-01-14,Almoço,PB,Sobrecoxa com Gergelim,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-01
Benfica,2026-01-14,Almoço,VEG,Moqueca Vegetariana,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-01
Benfica,2026-01-14,Almoço,PV,Feijoada,3.0,4.0,4.0,4.0,4.0,7.4,Av. Sensorial,B,2026-01
Benfica,2026-01-14,Almoço,PB,Sobrecoxa com Gergelim,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-01
Benfica,2026-01-14,Almoço,VEG,Moqueca Vegetariana,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-01
Benfica,2026-01-14,Jantar,PV,Suíno ao M. Escuro,3.0,4.0,4.0,4.0,4.0,7.4,Av. Sensorial,B,2026-01
Benfica,2026-01-14,Jantar,PB,Isca de Frango Acebolado,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-01
Benfica,2026-01-14,Jantar,VEG,Panqueca Vegana ao Molho Branco,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-01
Benfica,2026-01-14,Jantar,PV,Suíno ao M. Escuro,3.0,3.0,4.0,4.0,4.0,6.8,Av. Sensorial,B,2026-01
Benfica,2026-01-14,Jantar,PB,Isca de Frango Acebolado,3.0,3.0,4.0,4.0,4.0,6.8,Av. Sensorial,B,2026-01
Benfica,2026-01-14,Jantar,VEG,Panqueca Vegana ao Molho Branco,3.0,4.0,4.0,4.0,4.0,7.4,Av. Sensorial,B,2026-01
Benfica,2026-01-15,Café,ESPECIAL,Iogurte ,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-01
Benfica,2026-01-15,Café,ESPECIAL VEG,Similar a Iogurte Vegano,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-01
Pici 2,2026-01-15,Café,ESPECIAL,Iogurte ,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-01
Pici 2,2026-01-15,Café,ESPECIAL VEG,Similar a Iogurte Vegano,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-01
Pici 2,2026-01-15,Almoço,PV,Carne Moída Refogada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-01
Pici 2,2026-01-15,Almoço,PB,Cubos de Frango ao M. Tropical ,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-01
Pici 2,2026-01-15,Almoço,VEG,Soja Tropical,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-01
Porangabussu,2026-01-15,Almoço,PV,Carne Moída Refogada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,PO,2026-01
Porangabussu,2026-01-15,Almoço,PB,Cubos de Frango ao M. Tropical ,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,PO,2026-01
Porangabussu,2026-01-15,Almoço,VEG,Soja Tropical,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,PO,2026-01
Porangabussu,2026-01-15,Almoço,PV,Carne Moída Refogada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,PO,2026-01
Porangabussu,2026-01-15,Almoço,PB,Cubos de Frango ao M. Tropical ,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,PO,2026-01
Porangabussu,2026-01-15,Almoço,VEG,Soja Tropical,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,PO,2026-01
Benfica,2026-01-15,Almoço,PV,Carne Moída Refogada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-01
Benfica,2026-01-15,Almoço,PB,Cubos de Frango ao M. Tropical ,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-01
Benfica,2026-01-15,Almoço,VEG,Soja Tropical,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-01
Benfica,2026-01-15,Almoço,PV,Carne Moída Refogada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-01
Benfica,2026-01-15,Almoço,PB,Cubos de Frango ao M. Tropical ,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-01
Benfica,2026-01-15,Almoço,VEG,Soja Tropical,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-01
Benfica,2026-01-15,Almoço,PV,Carne Moída Refogada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-01
Benfica,2026-01-15,Almoço,PB,Cubos de Frango ao M. Tropical ,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-01
Benfica,2026-01-15,Almoço,VEG,Soja Tropical,4.0,4.0,3.0,4.0,4.0,7.4,Av. Sensorial,B,2026-01
Benfica,2026-01-15,Jantar,PV,Cubos Carne ao M. Madeira,3.0,3.0,4.0,4.0,3.0,6.6,Av. Sensorial,B,2026-01
Benfica,2026-01-15,Jantar,PB,Peixe à Delícia,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-01
Benfica,2026-01-15,Jantar,VEG,Suflê de Legumes,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-01
Pici 2,2026-01-16,Café,ESPECIAL,Frango Desfiado,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-01
Pici 2,2026-01-16,Café,ESPECIAL VEG,Geleia,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-01
Pici 2,2026-01-16,Almoço,PV,Carne de Sol Acebolada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-01
Pici 2,2026-01-16,Almoço,PB,Sobrecoxa Assada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-01
Pici 2,2026-01-16,Almoço,VEG,Assado de Grão de Bico com Legumes,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-01
Benfica,2026-01-16,Almoço,PV,Carne de Sol Acebolada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-01
Benfica,2026-01-16,Almoço,PB,Sobrecoxa Assada,3.0,3.0,4.0,4.0,4.0,6.8,Av. Sensorial,B,2026-01
Benfica,2026-01-16,Almoço,VEG,Assado de Grão de Bico com Legumes,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-01
Porangabussu,2026-01-16,Almoço,PV,Carne de Sol Acebolada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,PO,2026-01
Porangabussu,2026-01-16,Almoço,PB,Sobrecoxa Assada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,PO,2026-01
Porangabussu,2026-01-16,Almoço,VEG,Assado de Grão de Bico com Legumes,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,PO,2026-01
Porangabussu,2026-01-16,Almoço,PV,Carne de Sol Acebolada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,PO,2026-01
Porangabussu,2026-01-16,Almoço,PB,Sobrecoxa Assada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,PO,2026-01
Porangabussu,2026-01-16,Almoço,VEG,Assado de Grão de Bico com Legumes,4.0,4.0,3.0,4.0,4.0,7.4,Av. Sensorial,PO,2026-01
Benfica,2026-01-16,Almoço,PV,Carne de Sol Acebolada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-01
Benfica,2026-01-16,Almoço,PB,Sobrecoxa Assada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-01
Benfica,2026-01-16,Almoço,VEG,Assado de Grão de Bico com Legumes,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-01
Benfica,2026-01-16,Jantar,PV,Torta de Calabresa,4.0,4.0,3.0,4.0,3.0,7.4,Av. Sensorial,B,2026-01
Benfica,2026-01-16,Jantar,PB,Cubos de Frango ao M. Escuro,4.0,4.0,3.0,4.0,3.0,7.4,Av. Sensorial,B,2026-01
Benfica,2026-01-16,Jantar,VEG,Torta de Legumes,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-01
Benfica,2026-01-16,Jantar,PV,Torta de Calabresa,4.0,4.0,3.0,4.0,4.0,7.6,Av. Sensorial,B,2026-01
Benfica,2026-01-16,,PB,#N/A,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-01
Benfica,2026-01-16,,VEG,#N/A,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-01
Pici 1,2026-01-16,Jantar,PV,Torta de Calabresa,4.0,4.0,3.0,4.0,4.0,7.6,Av. Sensorial,P1,2026-01
Pici 1,2026-01-16,Jantar,PB,Cubos de Frango ao M. Escuro,4.0,4.0,3.0,4.0,3.0,7.4,Av. Sensorial,P1,2026-01
Pici 1,2026-01-16,Jantar,VEG,Torta de Legumes,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-01
Pici 2,2026-01-19,Café,ESPECIAL,Mingau ,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-01
Pici 2,2026-01-19,Café,ESPECIAL VEG,Achocolatado vegano ,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-01
Benfica,2026-01-19,Café,ESPECIAL,Mingau ,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-01
Benfica,2026-01-19,Café,ESPECIAL VEG,Achocolatado vegano ,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-01
Pici 2,2026-01-19,Almoço,PV,Cozido Nordestino,3.0,2.0,2.0,4.0,2.0,5.0,Av. Sensorial,P2,2026-01
Pici 2,2026-01-19,Almoço,PB,Isca de Frango Acebolado,3.0,3.0,3.0,4.0,3.0,6.2,Av. Sensorial,P2,2026-01
Benfica,2026-01-19,Almoço,PV,Cozido Nordestino,3.0,3.0,4.0,4.0,3.0,6.6,Av. Sensorial,B,2026-01
Benfica,2026-01-19,Almoço,PB,Isca de Frango Acebolado,3.0,4.0,4.0,4.0,4.0,7.4,Av. Sensorial,B,2026-01
Benfica,2026-01-19,Almoço,VEG,Soja Nordestina,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-01
Labomar,2026-01-19,Almoço,PV,Cozido Nordestino,3.0,2.0,3.0,3.0,3.0,5.4,Av. Sensorial,L,2026-01
Labomar,2026-01-19,Almoço,PB,Isca de Frango Acebolado,3.0,3.0,3.0,3.0,3.0,6.0,Av. Sensorial,L,2026-01
Labomar,2026-01-19,Almoço,VEG,Soja Nordestina,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,L,2026-01
Benfica,2026-01-19,Almoço,PV,Cozido Nordestino,2.0,4.0,4.0,4.0,3.0,6.6,Av. Sensorial,B,2026-01
Benfica,2026-01-19,Almoço,PB,Isca de Frango Acebolado,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-01
Benfica,2026-01-19,Almoço,VEG,Soja Nordestina,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-01
Pici 2,2026-01-19,Almoço,PV,Cozido Nordestino,3.0,3.0,4.0,4.0,3.0,6.6,Av. Sensorial,P2,2026-01
Pici 2,2026-01-19,Almoço,PB,Isca de Frango Acebolado,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-01
Pici 2,2026-01-19,Almoço,VEG,Soja Nordestina,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-01
Pici 1,2026-01-19,Almoço,PV,Cozido Nordestino,3.0,3.0,3.0,4.0,3.0,6.2,Av. Sensorial,P1,2026-01
Pici 1,2026-01-19,Almoço,PB,Isca de Frango Acebolado,3.0,3.0,4.0,4.0,4.0,6.8,Av. Sensorial,P1,2026-01
Pici 1,2026-01-19,Almoço,VEG,Soja Nordestina,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-01
Pici 1,2026-01-19,Jantar,PB,Sobrecoxa ao M. de Ervas,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-01
Pici 1,2026-01-19,Jantar,VEG,Rocambole de Grão de Bico,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-01
Benfica,2026-01-19,Jantar,PV,Isca de Carne Acebolada,4.0,3.0,4.0,4.0,3.0,7.2,Av. Sensorial,B,2026-01
Benfica,2026-01-19,Jantar,PB,Sobrecoxa ao M. de Ervas,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-01
Benfica,2026-01-19,Jantar,VEG,Rocambole de Grão de Bico,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-01
Benfica,2026-01-19,Jantar,PV,Isca de Carne Acebolada,4.0,3.0,4.0,4.0,4.0,7.4,Av. Sensorial,B,2026-01
Benfica,2026-01-19,Jantar,PB,Sobrecoxa ao M. de Ervas,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-01
Benfica,2026-01-19,Jantar,VEG,Rocambole de Grão de Bico,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-01
Benfica,2026-01-20,Café,ESPECIAL,Queijo ,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-01
Benfica,2026-01-20,Café,ESPECIAL VEG,Granola,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-01
Pici 2,2026-01-20,Café,ESPECIAL,Queijo ,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-01
Pici 2,2026-01-20,Café,ESPECIAL VEG,Granola,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-01
Pici 2,2026-01-20,Almoço,PV,Cubos Suíno ao molho barbecue,3.0,4.0,4.0,4.0,4.0,7.4,Av. Sensorial,P2,2026-01
Pici 2,2026-01-20,Almoço,PB,Vatapá de Frango,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-01
Pici 2,2026-01-20,Almoço,VEG,Jardineira de Lentilha,4.0,3.0,4.0,4.0,4.0,7.6,Av. Sensorial,P2,2026-01
Porangabussu,2026-01-19,Almoço,PV,Cozido Nordestino,3.0,2.0,3.0,4.0,3.0,5.6,Av. Sensorial,PO,2026-01
Porangabussu,2026-01-19,Almoço,PB,Isca de Frango Acebolado,3.0,3.0,4.0,4.0,3.0,6.6,Av. Sensorial,PO,2026-01
Porangabussu,2026-01-19,Almoço,VEG,Soja Nordestina,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,PO,2026-01
Porangabussu,2026-01-20,Almoço,PV,Cubos Suíno ao molho barbecue,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,PO,2026-01
Porangabussu,2026-01-20,Almoço,PB,Vatapá de Frango,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,PO,2026-01
Porangabussu,2026-01-20,Almoço,VEG,Jardineira de Lentilha,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,PO,2026-01
Porangabussu,2026-01-20,Almoço,PV,Cubos Suíno ao molho barbecue,4.0,4.0,3.0,4.0,4.0,7.6,Av. Sensorial,PO,2026-01
Porangabussu,2026-01-20,Almoço,PB,Vatapá de Frango,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,PO,2026-01
Porangabussu,2026-01-20,Almoço,VEG,Jardineira de Lentilha,3.0,3.0,3.0,4.0,3.0,6.2,Av. Sensorial,PO,2026-01
Pici 2,2026-01-20,Café,ESPECIAL,Queijo ,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-01
Pici 2,2026-01-20,Almoço,PV,Cubos Suíno ao molho barbecue,4.0,3.0,4.0,4.0,4.0,7.4,Av. Sensorial,P2,2026-01
Pici 2,2026-01-20,Almoço,PB,Vatapá de Frango,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-01
Pici 2,2026-01-20,Almoço,VEG,Jardineira de Lentilha,4.0,3.0,3.0,4.0,3.0,6.8,Av. Sensorial,P2,2026-01
Labomar,2026-01-20,Almoço,PV,Cubos Suíno ao molho barbecue,4.0,3.0,4.0,4.0,4.0,7.4,Av. Sensorial,L,2026-01
Labomar,2026-01-20,Almoço,PB,Vatapá de Frango,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,L,2026-01
Labomar,2026-01-20,Almoço,VEG,Jardineira de Lentilha,4.0,3.0,4.0,4.0,4.0,7.6,Av. Sensorial,L,2026-01
Benfica,2026-01-20,Almoço,PV,Cubos Suíno ao molho barbecue,3.0,4.0,4.0,4.0,4.0,7.4,Av. Sensorial,B,2026-01
Benfica,2026-01-20,Almoço,PB,Vatapá de Frango,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-01
Benfica,2026-01-20,Almoço,VEG,Jardineira de Lentilha,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-01
Pici 1,2026-01-20,Almoço,PB,Vatapá de Frango,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-01
Pici 1,2026-01-20,Almoço,VEG,Jardineira de Lentilha,4.0,3.0,3.0,4.0,3.0,6.8,Av. Sensorial,P1,2026-01
Benfica,2026-01-20,Almoço,PV,Cubos Suíno ao molho barbecue,3.0,3.0,4.0,4.0,4.0,6.8,Av. Sensorial,B,2026-01
Benfica,2026-01-20,Almoço,PB,Vatapá de Frango,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-01
Benfica,2026-01-20,Almoço,VEG,Jardineira de Lentilha,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-01
Benfica,2026-01-20,Jantar,PV,Carne Moída Refogada,3.0,4.0,4.0,4.0,4.0,7.4,Av. Sensorial,B,2026-01
Benfica,2026-01-20,Jantar,PB,Cubos de Frango Acebolado,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-01
Benfica,2026-01-20,Jantar,VEG,Soja Tropical,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-01
Benfica,2026-01-20,Almoço,PV,Cubos Suíno ao molho barbecue,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-01
Benfica,2026-01-20,Almoço,PB,Vatapá de Frango,4.0,4.0,5.0,4.0,4.0,8.4,Av. Sensorial,B,2026-01
Benfica,2026-01-20,Almoço,VEG,Jardineira de Lentilha,4.0,4.0,3.0,4.0,4.0,7.4,Av. Sensorial,B,2026-01
Benfica,2026-01-21,Café,ESPECIAL,Ovos Mexidos,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-01
Benfica,2026-01-21,Café,ESPECIAL VEG,Pasta de Amendoim,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-01
Porangabussu,2026-01-21,Almoço,PV,Feijoada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,PO,2026-01
Porangabussu,2026-01-21,Almoço,PB,Cubos de Frango com Ervas,3.0,4.0,3.0,4.0,4.0,7.0,Av. Sensorial,PO,2026-01
Porangabussu,2026-01-21,Almoço,VEG,Feijoada Vegetariana,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,PO,2026-01
Porangabussu,2026-01-21,Almoço,PV,Feijoada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,PO,2026-01
Porangabussu,2026-01-21,Almoço,PB,Cubos de Frango com Ervas,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,PO,2026-01
Porangabussu,2026-01-21,Almoço,VEG,Feijoada Vegetariana,4.0,4.0,3.0,4.0,4.0,7.4,Av. Sensorial,PO,2026-01
Pici 2,2026-01-21,Café,ESPECIAL,Ovos Mexidos,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-01
Pici 2,2026-01-21,Café,ESPECIAL VEG,Pasta de Amendoim,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-01
Pici 2,2026-01-21,Almoço,PV,Feijoada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-01
Pici 2,2026-01-21,Almoço,PB,Cubos de Frango com Ervas,4.0,3.0,4.0,4.0,4.0,7.4,Av. Sensorial,P2,2026-01
Pici 2,2026-01-21,Almoço,VEG,Feijoada Vegetariana,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-01
Pici 2,2026-01-21,Café,ESPECIAL,Ovos Mexidos,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-01
Pici 2,2026-01-21,Almoço,PV,Feijoada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-01
Pici 2,2026-01-21,Almoço,PB,Cubos de Frango com Ervas,4.0,3.0,3.0,4.0,4.0,7.0,Av. Sensorial,P2,2026-01
Pici 1,2026-01-21,Almoço,PB,Cubos de Frango com Ervas,3.0,4.0,4.0,4.0,4.0,7.4,Av. Sensorial,P1,2026-01
Pici 1,2026-01-21,Almoço,VEG,Feijoada Vegetariana,3.0,3.0,4.0,4.0,4.0,7.0,Av. Sensorial,P1,2026-01
Pici 1,2026-01-21,Almoço,PV,Feijoada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-01
Pici 1,2026-01-21,Almoço,PB,Cubos de Frango com Ervas,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-01
Pici 1,2026-01-21,Almoço,VEG,Feijoada Vegetariana,3.0,4.0,4.0,4.0,4.0,7.4,Av. Sensorial,P1,2026-01
Benfica,2026-01-21,Almoço,PV,Feijoada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-01
Benfica,2026-01-21,Almoço,PB,Cubos de Frango com Ervas,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-01
Benfica,2026-01-21,Almoço,VEG,Feijoada Vegetariana,3.0,4.0,3.0,4.0,4.0,6.8,Av. Sensorial,B,2026-01
Benfica,2026-01-21,Almoço,PV,Feijoada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-01
Benfica,2026-01-21,Almoço,PB,Cubos de Frango com Ervas,3.0,4.0,3.0,4.0,4.0,7.0,Av. Sensorial,B,2026-01
Benfica,2026-01-21,Almoço,VEG,Feijoada Vegetariana,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-01
Pici 1,2026-01-21,Jantar,PB,Sobrecoxa Assada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-01
Pici 1,2026-01-21,Jantar,VEG,Bobó de Legumes,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-01
Benfica,2026-01-21,Jantar,PV,Picadinho com Legumes,3.0,3.0,4.0,4.0,3.0,6.6,Av. Sensorial,B,2026-01
Benfica,2026-01-21,Jantar,PB,Sobrecoxa Assada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-01
Benfica,2026-01-21,Jantar,VEG,Bobó de Legumes,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-01
Benfica,2026-01-22,Café,ESPECIAL,Iogurte ,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-01
Benfica,2026-01-22,Café,ESPECIAL VEG,Similar a Iogurte Vegano,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-01
Benfica,2026-01-22,Jantar,PV,Cubo suíno acebolado,,,,,,0.0,Av. Sensorial,B,2026-01
Benfica,2026-01-22,Jantar,PB,Cubos de Frango com Ervas,,,,,,0.0,Av. Sensorial,B,2026-01
Benfica,2026-01-22,Jantar,VEG,Bolo Salgado Vegano,,,,,,0.0,Av. Sensorial,B,2026-01
Pici 2,2026-01-22,Café,ESPECIAL,Iogurte ,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-01
Pici 2,2026-01-22,Café,ESPECIAL VEG,Similar a Iogurte Vegano,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-01
Labomar,2026-01-21,Almoço,PV,Feijoada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,L,2026-01
Labomar,2026-01-21,Almoço,PB,Cubos de Frango com Ervas,3.0,4.0,3.0,4.0,4.0,7.0,Av. Sensorial,L,2026-01
Labomar,2026-01-21,Almoço,VEG,Feijoada Vegetariana,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,L,2026-01
Labomar,2026-01-22,Almoço,PV,Assado de Panela,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,L,2026-01
Labomar,2026-01-22,Almoço,PB,Peixe ao M. de Peixada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,L,2026-01
